id,lat,lon
446990479,54.8387700,38.1969921
446990480,54.8421859,38.2041251
446990481,54.8440861,38.2080716
446990482,54.8458702,38.2103175
446990483,54.8479925,38.2146292
446990486,54.8534251,38.2264259
446990487,54.8534924,38.2277732
446990488,54.8522940,38.2360304
446990489,54.8522103,38.2448930
446990490,54.8477309,38.2443526
446990491,54.8429329,38.2456951
446990492,54.8432475,38.2511067
446990493,54.8412653,38.2535517
446990494,54.8407328,38.2536727
446990495,54.8390460,38.2524521
446990496,54.8384391,38.2526166
446990497,54.8383183,38.2523943
446990498,54.8378265,38.2471296
452586053,54.8501788,37.9057307
452586062,54.8479328,37.8858153
452586064,54.8447021,37.8753711
452586066,54.8431735,37.8695438
452586076,54.8399703,37.8448892
452586077,54.8417998,37.8569354
452586081,54.8384970,37.8309324
452586083,54.8375541,37.8200603
452586085,54.8350336,37.7993017
452586088,54.8343330,37.7921027
452587297,54.8706600,38.2716296
452587298,54.8685357,38.2682506
452587303,54.8664440,38.2358429
452587305,54.8682803,38.2265182
452587307,54.8693924,38.2694798
452587314,54.8621576,38.2548359
452587317,54.8628176,38.2490123
452587319,54.8648960,38.2416730
452587323,54.8623209,38.2576419
452587328,54.8623100,38.2519595
452587356,54.8398069,37.9744496
452587383,54.8723857,38.2774928
452587385,54.8715652,38.2736003
452587386,54.8719358,38.2757432
452587413,54.8688061,38.2231250
452587415,54.8694050,38.2171634
452587422,54.8631008,38.2628064
452587429,54.8637356,38.2644116
453008728,54.8216616,38.1368694
453032794,54.8735861,38.2501616
479746387,54.8531192,38.2521630
479746388,54.8540604,38.2509215
479746389,54.8541975,38.2503927
479746391,54.8542844,38.2451276
540181770,54.8303975,38.2438552
540181787,54.8372365,38.2335271
540181788,54.8353099,38.2350557
540181855,54.8577047,38.1894270
540181876,54.8571425,38.2103392
540181892,54.8575037,38.1717676
540181900,54.8561983,38.1753474
583314530,54.8760737,38.2366791
583314532,54.8743390,38.2567790
626049232,54.8845620,38.0226141
636088915,55.4753894,37.8338152
636088918,55.4736916,37.8271814
636088925,55.4767755,37.8392059
636088927,55.4782293,37.8448917
636088931,55.4797613,37.8507684
636088935,55.4812311,37.8565217
636088942,55.4828165,37.8627279
639103761,55.4622801,37.7919911
639103764,55.4601367,37.7879565
639103765,55.4670490,37.8013385
639103768,55.4647207,37.7967573
639103774,55.4695158,37.8106972
639103775,55.4685679,37.8071130
639103782,55.4708807,37.8162301
639103787,55.4722358,37.8215096
639133514,55.3591008,38.2317879
639133515,55.3700933,38.2167527
639133516,55.3673027,38.2205443
639133518,55.3644438,38.2244348
639133520,55.3617449,38.2282213
639133523,55.3540053,38.2389515
639133531,55.3566426,38.2351748
639133535,55.3909070,38.1881070
639133537,55.3989603,38.1767971
639133538,55.3962536,38.1805901
639133540,55.3935838,38.1843585
639133545,55.3753108,38.2095802
639133547,55.3804213,38.2025277
639133550,55.3780422,38.2059771
639133554,55.3855312,38.1954752
639133560,55.3830952,38.1990198
639133563,55.3882045,38.1918893
639133568,55.3728347,38.2131153
639140221,55.2719991,38.2585498
639140225,55.2688907,38.2586181
639140232,55.2823892,38.2582132
639140234,55.2789412,38.2583324
639140242,55.2754751,38.2584247
639140247,55.3033601,38.2576403
639140249,55.2999169,38.2577368
639140267,55.2964858,38.2578466
639140270,55.2931080,38.2579462
639140273,55.2897989,38.2579924
639140281,55.2857691,38.2581374
639140293,55.3068156,38.2575717
639140300,55.3275473,38.2569105
639140303,55.3310645,38.2568074
639140306,55.3344449,38.2567401
639140309,55.3378508,38.2566687
639140316,55.3409988,38.2564498
675655781,54.8212056,38.1388906
675972820,54.8676710,38.1692342
675972821,54.8607311,38.2789456
675972822,54.8672360,38.3758319
675972823,54.8632158,38.1696904
675972826,54.8684811,38.2316801
675972828,54.8607752,38.2512186
675972829,54.8679652,38.1894781
675972830,54.8688286,38.2096510
675972831,54.8600041,38.2567966
675972832,54.8656657,38.2320732
675972835,54.8660391,38.3600480
675972838,54.8664776,38.2974838
675972841,54.8674046,38.1854379
675972842,54.8622619,38.3077970
675972843,54.8673929,38.2375517
675972844,54.8715447,38.2621622
675972847,54.8692275,38.2022963
675972848,54.8588935,38.2353113
675972849,54.8636027,38.2402702
675972853,54.8625017,38.2641155
675972855,54.8692309,38.1994404
675972856,54.8650872,38.1674886
675972858,54.8634960,38.2988450
675972860,54.8657322,38.2333154
675972863,54.8599144,38.2572076
675972865,54.8674194,38.1725742
675972867,54.8605084,38.3060898
675972869,54.8581465,38.2800697
675972874,54.8610632,38.3486795
675972875,54.8635709,38.1700605
675972876,54.8618790,38.2468773
675972878,54.8528220,38.2528459
675972879,54.8612394,38.2647505
675972880,54.8692952,38.2051927
675972881,54.8683243,38.1705702
675972883,54.8600249,38.2559841
675972884,54.8685763,38.2309985
675972888,54.8664762,38.1798807
675972889,54.8711868,38.2778463
675972890,54.8673929,38.3826146
675972891,54.8669125,38.1842073
675972892,54.8576487,38.2702961
675972894,54.8623924,38.3071449
675972896,54.8681559,38.2337404
675972897,54.8610641,38.2528063
675972899,54.8676373,38.1885769
675972900,54.8639558,38.2400865
675972905,54.8521063,38.2501820
675972907,54.8624802,38.2636812
675972908,54.8691922,38.2049347
675972910,54.8636909,38.2983259
675972911,54.8658984,38.2317266
675972913,54.8609129,38.2571610
675972915,54.8704263,38.2870473
675972918,54.8674789,38.1687683
675972920,54.8629375,38.2982581
675972922,54.8672729,38.3808135
675972924,54.8587458,38.2471297
675972925,54.8627704,38.2426842
675972927,54.8707691,38.2155209
675972929,54.8746212,38.2645392
675972930,54.8682985,38.1696035
675972932,54.8619346,38.2626958
675972944,54.8652933,38.2342917
675972946,54.8709706,38.2676124
675972949,54.8656401,38.3599093
675972950,54.8642787,38.1662106
675972951,54.8702001,38.1866244
675972954,54.8627033,38.1688857
675972955,54.8554294,38.2523253
675972957,54.8629540,38.3065401
675972960,54.8680462,38.2343611
675972961,54.8644477,38.1727749
675972962,54.8628976,38.2417451
675972965,54.8633230,38.3052266
675972966,54.8671743,38.2658426
675972967,54.8691068,38.2032150
675972968,54.8664607,38.1620701
675972970,54.8533209,38.2503362
675972971,54.8732470,38.2767779
675972972,54.8638055,38.1707364
675972973,54.8707033,38.2871278
675972987,54.8670897,38.3769874
675972991,54.8556417,38.2706784
675972992,54.8716748,38.2044692
675972993,54.8754204,38.2641586
675972995,54.8690220,38.1699587
675972997,54.8636909,38.2975359
675973001,54.8619847,38.2621654
675973003,54.8614871,38.3498192
675973004,54.8610531,38.2596982
675973005,54.8669302,38.3631216
675973007,54.8648260,38.1666943
675973008,54.8674466,38.1684171
675973010,54.8550458,38.2476488
675973013,54.8683064,38.2325875
675973014,54.8606900,38.2522646
675973015,54.8683344,38.1925306
675973021,54.8626866,38.2437524
675973024,54.8650026,38.2636759
675973025,54.8650539,38.2354935
675973026,54.8655620,38.1628197
675973029,54.8679016,38.2659870
675973031,54.8617976,38.3096082
675973034,54.8637064,38.2410976
675973036,54.8712484,38.2669580
675973039,54.8688298,38.1982443
675973041,54.8556584,38.2351241
675973044,54.8521187,38.2634962
675973045,54.8691899,38.2012507
675973047,54.8687396,38.1711693
675973049,54.8607605,38.3425373
675973051,54.8691533,38.2295375
735518356,54.9481049,37.3430573
864452940,54.8712049,38.1572126
864452943,54.8725013,38.1581514
864452946,54.8734396,38.1594818
864452950,54.8746249,38.1617563
864452957,54.8757607,38.1639879
864452962,54.8766249,38.1664340
864452965,54.8772421,38.1702106
864452968,54.8784026,38.1793945
864452970,54.8791926,38.1858318
864452972,54.8790198,38.1862180
864452977,54.8795383,38.1883638
864452985,54.8798643,38.1903364
864452992,54.8793901,38.1926553
864452998,54.8791679,38.1930845
864453012,54.8766868,38.1943694
864453016,54.8756159,38.1942433
864453024,54.8743730,38.1925549
864453029,54.8743888,38.1896284
864453052,54.8746249,38.1909816
864453056,54.8748965,38.1901662
864453060,54.8744273,38.1871622
864453065,54.8741498,38.1852686
864453082,54.8761591,38.1816262
864453088,54.8754662,38.1810629
864453092,54.8745264,38.1815135
864453096,54.8734523,38.1822807
864453099,54.8728717,38.1801670
864453102,54.8722050,38.1774204
864453105,54.8711678,38.1751459
864453111,54.8702541,38.1748025
864453114,54.8697358,38.1740248
864453120,54.8694704,38.1729466
864453123,54.8699622,38.1723871
864453128,54.8701664,38.1728509
864453131,54.8703344,38.1726533
864453133,54.8704363,38.1704666
864453152,54.8692416,38.1692235
864453157,54.8689206,38.1668203
864453159,54.8685626,38.1652481
864453161,54.8681659,38.1637736
864453164,54.8678973,38.1624619
864453166,54.8679688,38.1612133
864546742,54.8781913,38.2245316
864547425,54.8809468,38.2118255
864547429,54.8780829,38.2092506
864547433,54.8768999,38.2086950
864547435,54.8762949,38.2086468
864547438,54.8755891,38.2083923
864547440,54.8740850,38.2090598
864547442,54.8738113,38.2071371
864547445,54.8733483,38.2069332
864547446,54.8727310,38.2091112
864547448,54.8729738,38.2101059
864547466,54.8737619,38.2110531
864547469,54.8743443,38.2120049
864547473,54.8735397,38.2135851
864547475,54.8725273,38.2147009
864547477,54.8712185,38.2164175
864547479,54.8694948,38.2165711
864551679,54.8597970,38.1678618
940891449,54.8747168,38.2614837
940891450,54.8774381,38.2260681
940891451,54.8754137,38.2386447
940891454,54.8751417,38.2392990
940891456,54.8745039,38.2577430
940891457,54.8773264,38.2264531
940891459,54.8735925,38.2545653
940891462,54.8762687,38.2350555
940891463,54.8735335,38.2506883
940891465,54.8768211,38.2297370
940891466,54.8747652,38.2408339
940891468,54.8745789,38.2606153
940891470,54.8737887,38.2551934
940891473,54.8758378,38.2376697
940891474,54.8735187,38.2542732
1017572608,54.8488765,38.1692252
1017572615,54.8568701,38.2048249
1017572616,54.8549386,38.1830638
1017572622,54.8567940,38.1876923
1017572624,54.8572062,38.2014297
1017572628,54.8521819,38.1752165
1017572631,54.8570333,38.1893318
1017572638,54.8536406,38.1794625
1017572642,54.8553405,38.1838003
1017572646,54.8576852,38.1985834
1017572651,54.8568551,38.2030700
1018973787,54.8554446,38.2013818
1018973846,54.8521341,38.1873267
1018973853,54.8567419,38.2014902
1018973859,54.8526318,38.2004176
1018973865,54.8502544,38.1804082
1018973877,54.8533528,38.2010074
1018973916,54.8529568,38.2008403
1032484876,54.8565071,38.1908109
1032484881,54.8559768,38.1805282
1032484882,54.8563482,38.1904454
1032484884,54.8563787,38.1910994
1032484890,54.8565357,38.1910161
1032484891,54.8561808,38.1904904
1032484896,54.8563455,38.1908620
1032484911,54.8573604,38.1879219
1032484913,54.8563750,38.1906376
1032484915,54.8561542,38.1902993
1032484926,54.8562997,38.1913423
1032484930,54.8568850,38.1879952
1032484932,54.8569544,38.1854264
1032484940,54.8564052,38.1908538
1032484941,54.8563197,38.1906805
1032484947,54.8562721,38.1911443
1032484961,54.8569335,38.1882715
1032484963,54.8576684,38.1908069
1032484964,54.8564555,38.1904002
1032484965,54.8562870,38.1904457
1032484977,54.8564338,38.1910590
1032484989,54.8577644,38.1925423
1032484991,54.8564823,38.1905924
1032484993,54.8562390,38.1909069
1032485002,54.8577152,38.1916869
1032485004,54.8564637,38.1912732
1032485012,54.8563181,38.1902302
1032485016,54.8562136,38.1907252
1032485020,54.8574346,38.1890874
1074677860,54.8467057,38.1802924
1074677861,54.8554281,38.1872535
1074677887,54.8496359,38.1936368
1074677888,54.8522578,38.1873448
1074677889,54.8379375,38.1882326
1074677915,54.8259369,38.2201588
1074677937,54.8449534,38.1883625
1074677944,54.8463954,38.1835410
1074677956,54.8348649,38.1709715
1074677958,54.8410296,38.1851501
1074677981,54.8245436,38.2093055
1074677983,54.8386058,38.1897399
1074677988,54.8416410,38.1792842
1074677993,54.8333123,38.1752263
1074678012,54.8366697,38.1872640
1074678030,54.8394555,38.1883073
1074678080,54.8389052,38.1972665
1074678102,54.8465757,38.1818234
1074678129,54.8431546,38.1880712
1074678147,54.8249694,38.2114378
1074678151,54.8374168,38.1877590
1074678168,54.8553037,38.1878200
1074678193,54.8372238,38.1856905
1074678223,54.8511995,38.1881958
1074678238,54.8386114,38.1889994
1074678242,54.8423504,38.1765676
1074678270,54.8552125,38.1865170
1074678276,54.8380921,38.1910920
1074678298,54.8379299,38.1885417
1074678325,54.8552441,38.1856664
1074678330,54.8231527,38.2274232
1074678345,54.8483210,38.1877169
1074678349,54.8445545,38.1928591
1074678364,54.8343306,38.1753387
1074678371,54.8532538,38.1926450
1074678372,54.8518962,38.1867539
1074678377,54.8242647,38.2077593
1074678379,54.8416197,38.1790786
1074678385,54.8571526,38.1909803
1074678392,54.8380789,38.1882321
1074678428,54.8303588,38.2119620
1074678430,54.8380450,38.1887002
1074678467,54.8471740,38.1873208
1074678474,54.8550005,38.1865506
1074678486,54.8353800,38.1729269
1074678504,54.8382497,38.1910051
1074678550,54.8248911,38.2111065
1074678555,54.8551997,38.1878893
1074678577,54.8348270,38.1788335
1074678587,54.8371464,38.1857804
1074678594,54.8559606,38.1922807
1074678596,54.8511614,38.1884416
1074678629,54.8546126,38.1847682
1074678639,54.8560808,38.1916136
1074678644,54.8377712,38.1885300
1074678647,54.8401338,38.1998443
1074678649,54.8386073,38.1895493
1074678651,54.8555763,38.1865442
1074678652,54.8338633,38.1746082
1074678655,54.8201199,38.2352651
1074678656,54.8460045,38.1869160
1074678661,54.8439338,38.1905586
1074678665,54.8544873,38.1833948
1074678667,54.8254050,38.2131369
1074678668,54.8304742,38.1662856
1074678670,54.8431327,38.1824826
1074678672,54.8345401,38.1754599
1074678683,54.8382761,38.1905823
1074678692,54.8367129,38.1877207
1074678709,54.8240738,38.2071476
1074678712,54.8415753,38.1789139
1074678713,54.8551402,38.1857851
1074678717,54.8462132,38.1852464
1074678739,54.8430004,38.1840616
1074678762,54.8289282,38.2139897
1074678764,54.8360877,38.1694265
1074678771,54.8468979,38.1896384
1074678799,54.8386143,38.1887807
1074678806,54.8549028,38.1866606
1074678814,54.8463810,38.1870564
1074678835,54.8383036,38.1913004
1074678859,54.8249547,38.2109451
1074678875,54.8394340,38.1895682
1074678879,54.8416587,38.1803553
1074678890,54.8394701,38.1968258
1074678908,54.8561435,38.1916796
1074678911,54.8509658,38.1886173
1074678919,54.8435676,38.1769045
1074678921,54.8546531,38.1856188
1074678941,54.8560261,38.1914154
1074678944,54.8499846,38.1906051
1074678962,54.8554724,38.1866629
1074678965,54.8338306,38.1685875
1074678966,54.8177818,38.2413503
1074678982,54.8380824,38.1880399
1074678988,54.8548036,38.1843580
1074678989,54.8253022,38.2124402
1074678991,54.8377997,38.1910794
1074678992,54.8424063,38.1822773
1074678994,54.8353788,38.1777245
1074678996,54.8381785,38.1906184
1074679008,54.8544800,38.1925844
1074679010,54.8514627,38.1871182
1074679019,54.8394439,38.1888140
1074679021,54.8413450,38.1783656
1074679027,54.8555271,38.1878594
1074679029,54.8569287,38.1913083
1074679037,54.8543957,38.1834856
1074679040,54.8549709,38.1868529
1074679051,54.8273878,38.2167283
1074679077,54.8545553,38.1857288
1074679085,54.8475167,38.1839410
1074679097,54.8351192,38.1720844
1074679116,54.8381461,38.1913872
1074679143,54.8377787,38.1882209
1074679158,54.8364776,38.2043074
1074679165,54.8247638,38.2102314
1074679169,54.8394325,38.1897588
1074679180,54.8340199,38.1767828
1074679212,54.8367796,38.1871690
1074679221,54.8502338,38.1883798
1074679233,54.8394590,38.1881151
1074679293,54.8473676,38.1856518
1074679318,54.8171769,38.2429654
1074679321,54.8355344,38.1724607
1074679343,54.8432898,38.1881744
1074679354,54.8547120,38.1844488
1074679357,54.8251407,38.2118880
1074679370,54.8425630,38.1805977
1074679372,54.8550750,38.1867836
1074679378,54.8357163,38.1799009
1074679381,54.8379474,38.1887363
1074679390,54.8553221,38.1924084
1074679392,54.8512284,38.1875131
1074679397,54.8394410,38.1890328
1074679398,54.8421856,38.1784161
1074683302,54.8390054,38.1930048
1074683309,54.8426218,38.1911823
1074683317,54.8389357,38.1938212
1074683319,54.8423201,38.1909463
1074683321,54.8387499,38.1911111
1074683325,54.8432567,38.1907511
1074683326,54.8384244,38.1940212
1074683327,54.8394778,38.1954989
1074683330,54.8388465,38.1939081
1074683332,54.8391138,38.1929398
1074683334,54.8427043,38.1911840
1074683337,54.8386415,38.1911761
1074683342,54.8393886,38.1955858
1074692399,54.8415920,38.1813585
1074692428,54.8415062,38.1832452
1074692433,54.8454586,38.1921536
1074692440,54.8429157,38.1767379
1074692457,54.8461826,38.1919119
1074692460,54.8409810,38.1843786
1074692463,54.8453357,38.1902753
1074692487,54.8435593,38.1860282
1074692493,54.8415699,38.1827472
1074692501,54.8427579,38.1784775
1074692504,54.8455895,38.1944425
1074692506,54.8442041,38.1787130
1074692510,54.8411784,38.1842454
1074692529,54.8415194,38.1823626
1074692532,54.8437205,38.1843065
1074692558,54.8413227,38.1840806
1074692561,54.8450084,38.1904577
1074692563,54.8431095,38.1745978
1074692567,54.8434379,38.1785690
1074692568,54.8405534,38.1850825
1074692573,54.8415410,38.1819406
1074692601,54.8414096,38.1837360
1074692625,54.8438730,38.1826753
1074692631,54.8457052,38.1898470
1074692637,54.8407945,38.1845933
1074702970,54.8453316,38.1936127
1074702973,54.8509255,38.2020790
1074702977,54.8549986,38.1997524
1074702979,54.8502859,38.1972908
1074702984,54.8539560,38.2063535
1074702985,54.8553192,38.2013621
1074703003,54.8518042,38.1984257
1074703004,54.8508199,38.1951620
1074703005,54.8548878,38.2038813
1074703006,54.8550015,38.2035994
1074703007,54.8490955,38.1955462
1074703008,54.8523699,38.1984610
1074703010,54.8450352,38.1934384
1074703013,54.8536908,38.1998944
1074703016,54.8537825,38.2063958
1074703017,54.8459194,38.1937956
1074703019,54.8520084,38.1926771
1074703021,54.8565687,38.1997606
1074703022,54.8513541,38.1980936
1074703024,54.8548209,38.2042619
1074703026,54.8551162,38.2033877
1074703028,54.8486341,38.1952659
1074703030,54.8523109,38.1986367
1074703036,54.8497794,38.1923214
1074703043,54.8530474,38.1999202
1074703053,54.8530768,38.1982637
1074703057,54.8536271,38.2063641
1074703060,54.8458337,38.1937341
1074703062,54.8522809,38.1990671
1074703066,54.8525961,38.2002830
1074703072,54.8564781,38.1995613
1074703074,54.8511218,38.1976031
1074703076,54.8548862,38.1982107
1074703078,54.8541753,38.2059673
1074703083,54.8477408,38.1948750
1074703088,54.8522920,38.1988519
1074703091,54.8518530,38.2036278
1074703096,54.8543328,38.2018375
1074703100,54.8446150,38.1928119
1074703103,54.8513713,38.2012922
1074703104,54.8522319,38.1989094
1074703105,54.8509538,38.1925755
1074703107,54.8527583,38.2000099
1074703108,54.8526280,38.1982951
1074703109,54.8545624,38.1946299
1074703110,54.8535047,38.2062910
